Instance_ID,Location,Text
939,Brisbane,"nice,one,jake"
940,Melbourne,"mp,a,parti,known,candid,repres,cheap,languag"
941,Melbourne,"what,i,week,i,start,new,role,watch,favourit,garbag,movi"
942,Brisbane,"yea,like,tweet,fabric,nonsens"
943,Perth,""
944,Perth,""
945,Perth,"100,no,joke"
946,Sydney,""
947,Sydney,"he/sh"
948,Brisbane,"oceania,triathlon,championship,today,moreton,bay,triathlon,some,good,result,import,great"
949,Sydney,"clarkson,see,anyth,firefli,acr,smile,follow,sad"
950,Perth,"my,dashboard,start,look,like,weird,harvest,shrine"
951,Perth,"wast,tax,payer,money,or,in,realiti,embezzl,bank,cartel,identifi"
952,Melbourne,"live,when,dog,think,owner,face,eaten"
953,Sydney,"late,post,small,geometr,arrow,wing,austattooexpo,jakartatattoostudio,sydneytattoo,wingtattoo"
954,Melbourne,"nice,i,outsid,feel,like,i,need,scarf,like,yesterday"
955,Perth,"omg,sham,excel,dc,movi,i,love,movi,event,sugar,cooki,11,10,recommend"
956,Perth,"sunday,fun,perthgardenfestiv,mrsrontour,justanotherdayinwa,perth,garden,festiv"
957,Brisbane,"hawk,oh,yeah,definit,amp,one,happen,fast,amp,sudden,high"
958,Sydney,""
959,Melbourne,"good,now,b,h,palestin,is,free,jordan,river,sea,jew,return,b,h,g,own,amp,he,ha"
960,Perth,"bravo,need,final,invest"
961,Brisbane,""
962,Sydney,"2019"
963,Brisbane,"h1,kalofa"
964,Perth,"a,avalon,wise,comment,let,take,week,time,enjoy,footi"
965,Brisbane,"dalai,lama,im,sorri,say,true,we,never,stop,violenc,matter,hard,tri"
966,Perth,"goodnight,neil,don,worri,still,number,one"
967,Melbourne,"drive,safe,we,need,us,driveag,weneedyouwithus,alanwalk,fade,whereareyounow,habit,love"
968,Perth,"ladi,start,5,v,eagl,mikael,print,chelsea,belcher,tani,intern,feel,layla,stein"
969,Sydney,"did,i,cri,end,five,feet,apart,hell,yes"
970,Perth,"oo"
971,Melbourne,"between,bank,et,al,i,cant,see,cant,invest,project"
972,Melbourne,"keep,400gradi,bottomlesspizzaandcocktail,mygodihaveasociallifeagain,workmat"
973,Sydney,"billboard,danc,club,song,the,week,april,6,2019,the,boss,2019,diana,ross,2,s"
974,Sydney,"for,us,game,lost,the,clear,moment,discuss,everi,event,everi,yea"
975,Brisbane,"hit,peopl"
976,Melbourne,"193,legal,jin,a,name,au"
977,Perth,""
978,Perth,""
979,Melbourne,"ah,come,non,function,wi,fi,stay,10,fee,addit,g,data,use,result,helluva,busi,model"
980,Sydney,"men,q4,polo,sa,oval,11,6,donat,gale"
981,Brisbane,"andrew,denton,new,tv,show,come,channel,7,call,interview,look,like,enough,rope,show,a"
982,Perth,"just,post,photo,perth,western,australia"
983,Brisbane,"del,grime,defend,everyth"
984,Melbourne,"appreci"
985,Sydney,"congrat,sound,amaz,overwhelm,make,list,sleep,alway,v"
986,Perth,"for,british,friend,today,2300,1000,adt,britain,suppos,leav,eu"
987,Perth,"sahara,breakfast,morn"
988,Perth,"it,make,throw,read,bullshit,thank,tweet"
989,Sydney,"one,custard,tart"
990,Perth,"pembrok,what,i,understand,morrison,ahead,prefer,pm,who,phone,is,peopl"
991,Brisbane,"half,time,nrlbroncostig,brisban,lead,8,6,scrappi,first,40,bet,live,local,c"
992,Sydney,"matter,aha,im,tri,event,dead"
993,Sydney,"manuel,brook,u,understand,ball"
994,Melbourne,"some,friend,ask,share,show,friend,here,this,tweet,thank,amp,ben"
995,Melbourne,"where,got,40,la,loll,18"
996,Sydney,"pretend,asleep"
997,Sydney,"she,high,priestess,fault,give,properti,ocean,drive,bud"
998,Perth,"the,donald,final,got"
999,Sydney,"my,latest,therapi,work,stress,listen,hero,hero,bonito"
1000,Sydney,"tetsu,not,uncl,rivero,sydney,australia,cheesecak,uncletetsu"
1001,Melbourne,"find,the,latest,airdrop,bounti,award,2000,free,token,are,airdrop,now,hunt,gt,gt"
1002,Perth,"his,left,leg,like,exocet,missil,launcher,i,suspect,would,much,damag,eat,buffet"
1003,Perth,"te,lo,juri,que,su,luca,contra,mi,gust,racer,bulli,fin"
1004,Perth,""
1005,Melbourne,"drive,broadmeadow,campbellfield,now,fire"
1006,Melbourne,""
1007,Perth,"it,sand,use,bunker"
1008,Perth,"i,went,inert,benji,they,great,profession"
1009,Melbourne,"imagin,wrong"
1010,Sydney,"can,recommend,anyon,it,job,northsydney,nsw,click,link,bio,see,sr,ma"
1011,Brisbane,"this,littl,pumpkin,still,hospit,pain,slowli,becom,manag,she,success,move,today"
1012,Melbourne,"hollar,is,defeat,tweet,deeerrrr"
1013,Brisbane,"whi,i,alway,matchmak,lol"
1014,Brisbane,"happi,birthday,shred,lord,guitarist,benrungert,you,truli,gift,musician,love,mandat,master"
1015,Perth,"sure,canni"
1016,Melbourne,"well,explor,issu,first,question,need,logic,ask"
1017,Perth,"no,problem,with,eddi,comment,footi"
1018,Perth,"i,get,card,i,bought,booz,i,sad"
1019,Perth,""
1020,Melbourne,"jackal,furri,pool,v"
1021,Sydney,"canin"
1022,Melbourne,"amaz,thumbnail"
1023,Sydney,""
1024,Sydney,"and,bunni"
1025,Melbourne,"my,flesh,heart,may,fail,whom,i,you,faith,wearecityonahil"
1026,Brisbane,""
1027,Perth,"hmm,i,want,keep,friend,term,aim,case,i,ever,want,come,back,work,best"
1028,Sydney,""
1029,Melbourne,"set,look,set,close,over,1,40,today,larg,bid,appear,1,60,short,term,target"
1030,Perth,"two,total,agre"
1031,Brisbane,"you"
1032,Brisbane,"oh,european,twitter,like,abl,click,link,come"
1033,Perth,"and,obvious,annoy"
1034,Brisbane,"wrap,omnitron,radio,void,dispatch,solut,train,today,brisban,australia"
1035,Brisbane,"propheci,mage,you,know,drill,deck,code,spacejbqaaaqdioercdvjhkyrpdrimlygedfhnjsedjp"
1036,Perth,"australian,deserv,govern,vote,look,green,tasmania,the,simpl,answer,e"
1037,Perth,"theme,what,reckon,teamcouch"
1038,Sydney,"live,windturbinesforwarringah,on,everi,headland,on,everi,beach,on,everi,horizon"
1039,Brisbane,"beauti,die,young,love,landscap,hous,good,share,ano"
1040,Sydney,""
1041,Melbourne,"i,question,behaviour,home,high,profil,drug,addict,son,join,dot,mayb,mayb"
1042,Brisbane,"money,stop,yr,told,dont,let,play,leagu,say,get,behind,bet"
1043,Melbourne,"good,win,keep,win,flow"
1044,Melbourne,"least,spare,black,white,hoop,sox,remark,stori,friend,fauna,shush,whale,uplift"
1045,Perth,"what,spla,the,southern,copi,ncp"
1046,Perth,"i,rais,eyebrow,crack,wait,punish,gil,hardi,angl"
1047,Perth,""
1048,Perth,"msm,run,they,bad,compliant,i,would,say,abc,today,total,bias"
1049,Brisbane,"hold,thing,whi,alway,bring,sex"
1050,Sydney,"trader,joe,wrong,world,no,wonder,shop"
1051,Melbourne,"the,issu,resolv,worker,resum,work,flight,tower,flight,taki"
1052,Sydney,"queen,walk,meet"
1053,Perth,"m,fox,talent,oper,crack,support"
1054,Melbourne,"week,4,thing,tube,still,figur,i,bilingu,oh,i,understand,everyth,say,mandarin"
1055,Sydney,"eastern,bar,southern,brown,im,bet,eastern,bar,still,amaz"
1056,Sydney,"r,requir,politician,wear,logo,sponsor,jacket,like,grand,prix,driver,anna"
1057,Melbourne,"is,como,look,like,fred,munster,hes,hug,lili,awkwardzombiehug"
1058,Sydney,"two"
1059,Perth,"glad,pay,bill,new,steer,super,singl,ouch,1400"
1060,Brisbane,"that,nice"
1061,Brisbane,"what,fact"
1062,Perth,"mayb,cheer,much,caus,noth,cheer"
1063,Melbourne,"data,yaratici,hamburg"
1064,Melbourne,"i,cant,stand,new,666,setup,too,open,too,mani,quick,soft,goal,centr,bounc"
1065,Perth,""
1066,Melbourne,"the,rock,post,hawaii,thank,god,there,tear,tomorrow"
1067,Brisbane,"i,keep,say,voter,knew,true,intent,liber,would,ne"
1068,Perth,"2,hedg,1,vs,1,separ,vs,non,aggreg,profit,posit"
1069,Perth,"appl,1050.1989,2,kid,away,camp,one,sleeper,home,alon,dog,w"
1070,Sydney,"i,bet,spike,relat,mention,bigger,media,space,tv,channel,peopl,go,look"
1071,Melbourne,"is,identifi,dictat,or,orang"
1072,Perth,"kind,like,chang,tack,christma,island,thing,massiv,taxpay,fund,pr,ex"
1073,Sydney,"at,least,would,learn,m,amp,ms,desir,and,peopl,may,even,pay,premium,product"
1074,Perth,"808,collingwood,support"
1075,Perth,"isabel,ya,leav"
1076,Perth,"great,reaction,45,000,strong,crowd,afternoon,aflwgf"
1077,Melbourne,"weekend,jam,one,cousin,cousin,cousin,weekend,weekendvib,vibe,melbourn"
1078,Sydney,"jeez,bike,rider,touchi"
1079,Brisbane,"morrison,lie,australia,the,millionair,care,us"
1080,Brisbane,""
1081,Melbourne,"blue,get,first,off,good,start,aflwgf"
1082,Sydney,"just,post,photo,sydney,australia"
1083,Melbourne,"let,give,life"
1084,Sydney,"no,tan,move,ni,tan,apartado,qui,estat,hacienda,hora,esperanto,el,fuel,melbourn,boy,clear"
1085,Brisbane,"good-morn,north,lake,queensland,australia"
1086,Melbourne,"on,averag,eagl,get,50,free,kick,everi,team,everi,year,tonight,evid,chair"
1087,Perth,"yes,all,thank,will,play"
1088,Brisbane,"did,kisser,caddi,say,come,babi,doll,urg,ball,flag,master,2019"
1089,Brisbane,"is,anyth,relax,island,life,we,lush,day,relax,gill,men,snorkel"
1090,Sydney,""
1091,Melbourne,"f1,no,entir,unfit,tem,post,novo,blow,vera,como,levon,um"
1092,Sydney,"fix,dutton"
1093,Brisbane,"creep"
1094,Sydney,"if,true,great,let,take,save,retir,instead,ask"
1095,Brisbane,"proud"
1096,Melbourne,"girl,bitch,talk,bout,fortnight,skin"
1097,Perth,"amen,opportun,job,employ,career,resum,advic,australia,downund,agedcar,nursingjob"
1098,Perth,"i,hate,brother"
1099,Sydney,""
1100,Melbourne,"i,shrunk,kgb"
1101,Perth,"best,day,tube,ever"
1102,Perth,"i,honour,degre,histori,i,specialis,asian,histori"
1103,Sydney,"i,like,know,well"
1104,Melbourne,"i,certain,won,t,be"
1105,Sydney,"i,pay"
1106,Melbourne,"when,get,show,support,differ,way,and,start,acknowledg,agre,incred,feel"
1107,Sydney,"san,a,chanc,earli,day"
1108,Perth,"fix,law,gaili,halo,season,ini,gas,serius,bias,kamil,posisinya,sama,si,albon"
1109,Sydney,"wall,pero,gann,malaga,magaganda,singl,bantam,sarah,sahara"
1110,Perth,"ah,ok,well,i,know,legal,last,resort,method,interest"
1111,Brisbane,"no,thank,good"
1112,Sydney,"one,great"
1113,Perth,"i,found,among,benefit,give,liber,soul,giver,tara,dal,made,hea"
1114,Sydney,"a,quarter,way,feel,human,three,day,disgust,kiddi,camp,food,sydney,australia"
1115,Melbourne,"that,lower,howard,charact,refer"
1116,Brisbane,"that,issu,just,look,much,spend"
1117,Sydney,"while,i,journalist,freedom,time,wari,when,come,point,threaten"
1118,Melbourne,""
1119,Brisbane,"thank,commentari,paul,just,get,flight,home,oz,fulli,expect"
1120,Perth,"it,ok,i,know,couldnt,anyway,i,use,fact,logic"
1121,Brisbane,"don,apolog,correct"
1122,Melbourne,"it,my,boy,wrestlemania"
1123,Brisbane,"i,feel,elabor,hoax,get,thousand,bone,sent,aaron,im,sold"
1124,Perth,"where,r,u"
1125,Sydney,"arab"
1126,Brisbane,"my,tweet,visit,2,detect,last,year,200,comment,800,retreat,thread,long"
1127,Melbourne,""
1128,Sydney,"and,woman,democrat,palestinian,support,hama,get,senat,wh"
1129,Perth,"michael,straight,7,10,credit,11,17,plus,fuel"
1130,Melbourne,"yesssssss,melbourn,vic"
1131,Brisbane,"inaugur,women,hall,fame,induc,julia,price,mel,bulow,at,least,game,queensland"
1132,Brisbane,"nobodi,slept,it,massiv,success"
1133,Brisbane,"best,news,week"
1134,Sydney,""
1135,Brisbane,"tri,truli,feel,see,everyon,around,child,god,laugh,rejoic,weep,th"
1136,Melbourne,"someth,differ,tattoocapobus,everi,day,matt,zap,tattoocapobus,lucki,13tattoomelbourn,lucki"
1137,Sydney,""
1138,Perth,"europaafricaus,holi,father,lead,our,nation,forward,in,your,kingdom,your,will,we,will,to,do,let,the,medit"
1139,Sydney,"c,est,bien,santa,clariti,diet"
1140,Perth,"accessoris"
1141,Brisbane,""
1142,Sydney,"scrub,life,grate,sabbath,i,resssssssst"
1143,Brisbane,"sunday,afternoon,music,review,report"
1144,Sydney,"red,back,20,cure,bitten,sodium,ethanol,upright"
1145,Perth,"finish,week,offici,new,york,time,wrestlemania"
1146,Perth,"i,went,2006,pia,nation,congress,look,forward,return,2019,urbanplan"
1147,Perth,"malay,nation,nasa,end,game,ng,marvel,ang,twice"
1148,Brisbane,"we,miss,pop"
1149,Melbourne,"sound,like,interest,stori,one,need,told,plus,cast,like,it,sure,good"
1150,Brisbane,"ban,he,dodgi,bastard,love,right,winger,legitimis,islamaphobia,he"
1151,Brisbane,"supervis,kitti,girl,outsid"
1152,Brisbane,"gregori,tune,next,week,i,critiqu,bad,point"
1153,Melbourne,"leavitt"
1154,Perth,"x,tag,team,champion,x,intercontinent,champion,x,unit,state,champion,tripl,crown,champion,sammi,award,winn"
1155,Melbourne,""
1156,Sydney,"93,sorri,darl,even,cant,afford,preview,let,alon,busi"
1157,Melbourne,"no,matter,think"
1158,Sydney,"havent,noseble,far,long"
1159,Melbourne,"cos,one,that,true,lot,decis,got,wrong,pretti,egregi,th"
1160,Melbourne,"anoth,one"
1161,Melbourne,"oh,yeah,weekend,sort,cos"
1162,Perth,"well,that,hot"
1163,Perth,"marigot,arriv,line,collect,airport,case,yay,final,box,line,collect,sent,wa"
1164,Perth,"next,week,episod,i,love,happi,mer,greysanatomi"
1165,Melbourne,"guess,right,wing,lie,say,entir,abc,left,wing"
1166,Perth,"i,like,food,lolli,drink,dye,tongu,differ,colour"
1167,Melbourne,"believ,lyn,two,function,pre,game"
1168,Melbourne,""
1169,Brisbane,"i,sorri,everyon,see,vent,these,two,thing,realli,annoy,much,on,brighter,note,56,day"
1170,Perth,""
1171,Brisbane,"but,i,stay,lost"
1172,Brisbane,"easter,thursday,gonna,get,608,abba"
1173,Brisbane,"know,never,abl,hold,babi,world,that,friend,govern,healthcar"
1174,Melbourne,"new,expo,open,day,event,ada,convent,9,sept,1,30,7,pm,reg"
1175,Brisbane,"no,es,que,sea,bella,es,que,est.,pose"
1176,Perth,"sugar,thought,leav"
1177,Sydney,"revolt,enough,tone,ausvot,19"
1178,Melbourne,"new,meta,meme,i,live"
1179,Perth,"ban,you,live,dickhead,what,evid,want,evid,sahara,you,make,laugh,serious"
1180,Perth,""
1181,Sydney,"14,bulli,mate"
1182,Melbourne,"first,block,chill,adventur,sabrina,thank,u,netflix"
1183,Perth,"yes,chop,jelli,babi,turkish,delight,even,littl,piec,honeycomb"
1184,Brisbane,"jp,you,film,director,you,much,passion"
1185,Sydney,"mygaaaaaaaahd"
1186,Sydney,"vote,lip,feder,elect"
1187,Brisbane,"silla,alan,abu,terhibur"
1188,Perth,"happi,th,birthday,to,my,lil,say,queen,nice,perth,western,australia"
1189,Perth,"dog,so,nice,see,someth,happi"
1190,Brisbane,"h1,reopen,don,forget,sale,reopen,h1"
1191,Perth,"well,i,look,forward,see,norton,northwest"
1192,Melbourne,"tomlin,e,ruiz,1010,and"
1193,Sydney,"it,your,fault,i,saw,buy,stuff,i"
1194,Perth,"it,good,harvest"
1195,Brisbane,"11,year,old,everi,screamcri,dude"
1196,Sydney,""
1197,Sydney,"contact,e,mail,telephon,number"
1198,Brisbane,""
1199,Brisbane,"you,better,man"
1200,Brisbane,"i,want,made,think,unknown,reason"
1201,Perth,"i,cant,see,give,yet,spend,3,year,fennel"
1202,Melbourne,""
1203,Perth,"yes,matt,bad,you,need,holiday,away,clown,burnout,terribl,thing"
1204,Sydney,"abbado,bake,buti,hahahahh"
1205,Sydney,"accid,drop,distract,child,parent,later,found,anoth,visitor,prop"
1206,Melbourne,""
1207,Melbourne,"what,mushroom"
1208,Sydney,"take,back,bondi,bondi,beach,sydney,new,south,wale,australia,2017,purplemuggletravel"
1209,Sydney,"pyne,wrestl,man,inner,human,oh,good"
1210,Melbourne,""
1211,Brisbane,""
1212,Sydney,"seek,fact,propaganda,venezuela,loverevolut,intern,che"
1213,Sydney,"thus,funni"
1214,Sydney,"sydney,light,rail,tram,test,night,commut,jump,aboard,time,soon,t"
1215,Sydney,"btw,it,is,8,minut"
1216,Brisbane,"just,hit,26,pm,dead"
1217,Brisbane,"last,labor,surplus,when,berlin,wall,came,1989"
1218,Brisbane,"he,talk,australia,rich,white,men"
1219,Melbourne,"give,horn,thank,sponsor,behind,scene,make,happen"
1220,Sydney,"more,take,interfer,incompet,lip,govern"
1221,Sydney,"got,ticket,ox,amp,palm,pacif,test,invit,sat,22,jun,reichardt,oval"
1222,Sydney,""
1223,Melbourne,"squillari,i,cant,anyth,small,life"
1224,Melbourne,"countri,confer,award,opposit,confer,abus,alleg,modi,ji,despit,best,effort"
1225,Perth,"defeat,undef,tournament,far,well,done,champion,team,mumbaiindian,mivscsk"
1226,Melbourne,"good,research,congratul"
1227,Brisbane,"amaz,pitch"
1228,Brisbane,"could,blame,promis,world,roll,finish,job"
1229,Perth,"i,sure,fine,million,bank,union,dead,australia,anyway"
1230,Brisbane,"grow,show,bit,self,respect,profession,auspex"
1231,Perth,"he,good,team,draw,labor,elect,stabl,team,pitch,elect,campaign"
1232,Brisbane,"leadership,climatechang,stem,polit"
1233,Perth,"chang,spit,fire,camel,spit"
1234,Sydney,"and,two,best,one"
1235,Perth,"besoktusukprabowosandi"
1236,Melbourne,"lachlan,never,never,journalist,never,warp"
1237,Perth,"wa,thought,promot,game,sinc,one,els,seem"
1238,Perth,"love,natur,love,a,piti,kind,refuge,amp,asylum-seek,hey,leo"
1239,Brisbane,""
1240,Brisbane,"thank"
1241,Melbourne,"here,go,appl,orang,the,economi,commod,sector,saw,costello,walk,great,econom"
1242,Perth,"love,look,mum,bag,look,the,dog,love,commentari,love,around"
1243,Sydney,"agre"
1244,Brisbane,"refsfault"
1245,Melbourne,"anova,this,look,legit"
1246,Brisbane,"flashback,friday,mm,champion,integratedmma,produc,ado,shortfal,win,wolf,ww,australian,tit"
1247,Perth,"all,us"
1248,Brisbane,"cant,wait"
1249,Perth,"i,never,unseen,describ"
1250,Melbourne,""
1251,Perth,"boat,yep,reason,do,reason,pleas,let,know"
1252,Perth,"fast,kart,wanneroo,much,fun,wanneroo,intern,partway"
1253,Sydney,"da,lo,miso,el,deduc,sentenc"
1254,Sydney,"perez,perez,whole,island,reserv,us,thank,peachey"
1255,Sydney,"beauti,flower,beauti,fragranc,art,truli,happi,soul,sydney,australia"
1256,Sydney,"ty,unfrozen,view,i,map,of,the,soul,persona,boywithluvoutnow"
1257,Brisbane,"file,noshitsherlock"
1258,Perth,"we,need,mobilis,troop,special,event"
1259,Sydney,"baron,good"
1260,Perth,""
1261,Melbourne,"join,ericsson,team,see,latest,job,open,melbourn,vic,businessmgmt"
1262,Sydney,"thank,say,the,lami,pen,speak,what,satisfi,pen,feel,amaz,write"
1263,Brisbane,"it,fine,teeth,i,guess"
1264,Perth,"riba"
1265,Perth,"a,person,never,made,mistak,never,tri,anyth,new,albert,einstein,my,first,time,surf"
1266,Sydney,""
1267,Brisbane,"juri,duti,summon,want,dont,want"
1268,Melbourne,"i,think,ride,wait,bonni"
1269,Perth,""
1270,Brisbane,"londesborough,railway,station,1907"
1271,Brisbane,"check,deadlin,post,instal,kimmyprincedol,amp,fb"
1272,Melbourne,"sentenc,cohes"
1273,Sydney,"hatchetman,so,true,i,live,one,im,afraid"
1274,Perth,"melt,fav,visit,trip,annual,ari,glad,great,experi"
1275,Sydney,"wow,what,day,we,shall,seat,readi,amp,wait,tomorrow,lusciouskiki"
1276,Melbourne,"de,por,dio,es,la,opinion,de,ella,implement,use,de,su,opinion,justificada,unto,se,dar,c"
1277,Sydney,"one,of,the,best,night,of,my,life,i,miss,it,so,much"
1278,Melbourne,"slogan,hi,jabardasti,ke"
1279,Perth,"touch"
1280,Sydney,"i,feel,man,i,spent,mm,lock,studio,apart,hate,se"
1281,Melbourne,"do,think,nune,sight"
1282,Sydney,"687104,7,general,sec,ussr,user,russian,feder,toy,oui,vs,concur,oscar"
1283,Sydney,"when,sydney,coffe,hous,must,tri,10,10,belgian,mocha,oliv,brown,be"
1284,Melbourne,"graben,cuba,na,among,mood,lamb,ta,rab,ikon,dah,tsk"
1285,Sydney,"esperanto,von,qui"
1286,Brisbane,"welcom,new,home,well,give,person,tour"
1287,Melbourne,"bend,like,peckham"
1288,Melbourne,"terribl,news,pari,one,world,great,build"
1289,Sydney,"butler,mp,dopeyisasdopeydo,spendingotherpeoplesmoneyuntilitrunsout,the,labor,way"
1290,Melbourne,"wow,that,actual,hard"
1291,Sydney,"bewertung,von,evenlongerhitt,ber,north,ryde,golf,club,ein,seer,scheer,parkland,cours,einwandfreiem,pledg"
1292,Sydney,""
1293,Perth,"eddi,mcguir,bad,six,month,1,blew,5,goal,lead,grand,final,2,renegad,choke,away,bbl,fina"
1294,Melbourne,"a,great,way,end,day,endsandmeansfitzroy,clink,end,amp,mean"
1295,Brisbane,"becaus,diamond"
1296,Melbourne,"gosh,sad,haunt,notre-dam"
1297,Perth,"i,guess,i,last,minut,beachcomb,i,like,choos,seat,hous,enjoy,sunset,nympho"
1298,Sydney,"oh,god,shut"
1299,Sydney,"bareisland,travelphotographi,travel,sydney,photo,portrait,photooftheday,photographi,bare,island"
1300,Melbourne,"if,got,receipt,otherwis,i,think,exchang,store,credit,unsight,hair"
1301,Melbourne,"cc,ag,um,done,mmmm,nice,i,guess,lol"
1302,Perth,"ther"
1303,Brisbane,"everyon,look,crook,ignor,clear,shoulder,charg"
1304,Perth,"onli,hospit"
1305,Melbourne,"that,reveal,ignor"
1306,Sydney,"thank,angel"
1307,Melbourne,""
1308,Perth,"so,it,fox,game,assign,whoever,wa"
1309,Brisbane,"it,parasit,the,tick,i,mean"
1310,Perth,"if,smart,you,know,count,bless,thank,him,he,done,life,gratefulheart"
1311,Sydney,"more,project,chris,kenni"
1312,Sydney,"oh,see,aha,bcs,play,game,would,cool,friend"
1313,Melbourne,""
1314,Sydney,"hand,possibl,favourit,part,bodi,they,reveal,action,you,hand,you"
1315,Brisbane,"webb,and,dna,test,cant,detect,aborigin,heritag"
1316,Melbourne,"rip,nippl,ring"
1317,Melbourne,"i,said,verba"
1318,Brisbane,"grace,nag,kuron,2,nato,brrrr,mural,unit,kay,gahapon,tape,mubugnaw,kali,karen"
1319,Sydney,"hang,dolbi,australia,friend"
1320,Brisbane,"98,10,19,hell,nah,tl,brush"
1321,Brisbane,"congratul,offici,the,wo,man"
1322,Melbourne,"punter,delorean,chapel,street,speak,mistak,weekend,would,go,back,correct"
1323,Melbourne,"becaus,flog"
1324,Melbourne,"know,pop,dont"
1325,Melbourne,"is,anyth,wors,nathan,brown,shitti,sportsmen,ad"
1326,Brisbane,"howel"
1327,Sydney,"not,mention,sport,result,page,review,content,50,year,how,man"
1328,Perth,"what,hunt,worst,thing,see,nz,seagul,hunt,cup"
1329,Perth,"i,know,dont,want,think,better,derbi,result,tomorrow,leed,guarante,playoff"
1330,Melbourne,"dbs,bank,digit,transform,red,program,global"
1331,Sydney,"aw"
1332,Sydney,"ev,it,stori,tell,car,go"
1333,Brisbane,"julianassang,fonder,wikileak"
1334,Sydney,"kesinlikl,ok,dora,even"
1335,Sydney,"omg,staff,love,much,imagin,come,differ,way,everyday,spoil,that,brainstorm"
1336,Sydney,"boywithluv,two,power,make,everyon,happi,so,pleas,play,mostrequestedl"
1337,Melbourne,"sad,idiot,vote,hanson,care,fact,she,still,get,support,mayb,l"
1338,Perth,"i,exact,sat,start,chat,twitter,she,liter"
1339,Melbourne,"knox,let,watch,togeth,bring,popcorn,drink,go,win,battl"
1340,Sydney,"hello,shopiisitem,thank,much,interest,comment,first,nice,assort"
1341,Perth,"wont,watch"
1342,Sydney,"mao,7,11,mass"
1343,Melbourne,"democraci,dead,anyway,oligarch,rule,free,speech"
1344,Melbourne,"a,ticket,still,avail,hear,address,rural,press,club,victoria,lunch,mellor"
1345,Sydney,"song,i,hate,i,might,brought,and,i,need,someon,see,thro"
1346,Brisbane,"pleas,click,view,media,actor,writer,author,stori,child,mum,dad,parent"
1347,Brisbane,"struggl,sleep"
1348,Perth,"stick,non,bulli,fuck,ars,well,soil,lump,wood"
1349,Perth,"afldeesdon"
1350,Sydney,"a,sunni,day,chines,garden,sydney,tatianaxdean,chinesegardensydney,chinesegardenoffriendship,chin"
1351,Melbourne,"well,fuck,all,best,surgeri,road,back,sort,style,ro"
1352,Brisbane,"woooooooow,salaaaaaaaaaah,2,0,what,hit,son,live"
1353,Sydney,"tire,work,humpti,train,suck"
1354,Brisbane,"have,question,ben,digit,market,ask,right,live,digitalmarket,cherub"
1355,Melbourne,""
1356,Melbourne,"is,transcript,latest,a11yham,meet,avail,onlin"
1357,Brisbane,"ghost,christma,past"
1358,Melbourne,"i,idea,let,build,wall,around,australia,coastlin,make,mexico,pay"
1359,Perth,"hm"
1360,Perth,""
1361,Melbourne,""
1362,Brisbane,"then,revers,way,home"
1363,Sydney,"friday,huh"
1364,Brisbane,"renov,cute,brick,lowest,home,golf,cours,precinct,f7a,haig,street,wynn,west,have,renov"
1365,Sydney,""
1366,Perth,"they,his,troop,they,they,we,peopl,troop,use,peop"
1367,Perth,"prepar,lad,there,war,come"
1368,Brisbane,"1,tri,nil,excit"
1369,Sydney,"i,t2,domest,termin,mascot,nsw"
1370,Perth,""
1371,Melbourne,"porlock,i,tweet,your,bio,got,attent,xx"
1372,Sydney,"i,l,annam,artarmon,nsw"
1373,Brisbane,"everyon,matter,age,make,posit,differ,communiti"
1374,Brisbane,"two,love"
1375,Perth,"kuwait,almutiri"
1376,Melbourne,"so,true"
1377,Perth,"so,nice,see,polic,realli,care"
1378,Brisbane,"birdi,feel,like,sex,feet"
1379,Melbourne,"labor,keep,give,away,40,billion,rank,credit,high"
1380,Brisbane,"happi,birthday,capo"
1381,Sydney,"onli,5,ticket,still,avail,first,coffe,microchip,confer,blown,away,support,i,receiv"
1382,Sydney,"8,row"
1383,Brisbane,"so,i,final,got,cinema,see,captain,marvel,great,film,love,action,excit,great,humour,wha"
1384,Brisbane,"that"
1385,Perth,"yes,ive,seen,mani,time,usual,young,programm,cope"
1386,Perth,"lung,addamax,hahahaha,skier,pa"
1387,Perth,"islamaphobia,legitim,allergi,it,serious,health,risk"
1388,Sydney,"win,work,titl,steadi"
1389,Perth,"esq,hot,mustard,best"
1390,Perth,"winner"
1391,Brisbane,"and,primari,most,globular,given,cd,1,loss,check,though"
1392,Perth,""
1393,Melbourne,"check,dms"
1394,Perth,"72721,im,way,red"
1395,Sydney,"the,grill,lid,lodg,cook,it,all,cast,iron,14,skillet,love,use,hotplat,lodg"
1396,Sydney,"i,know,i,cant,figur,hes,worst,presid,imagin"
1397,Sydney,""
1398,Melbourne,"share,magic,word,new,generat,poet"
1399,Perth,"hahahaha,suck,green,let,ban,face,trial,ballot,box,amp,hope,kick,voter,old"
1400,Melbourne,"same,here,thing,month,ivf,leav,alon"
1401,Perth,"you,know,holiday,cider,lunch,beach,backdrop,food"
1402,Perth,"han,sun,deserv,love,world"
1403,Brisbane,"how,bloodi,good,love"
1404,Perth,"giveaway,my,mate,given,extra,set,wireless,ap1000,mk2,sport,headphon,give"
1405,Melbourne,"ur,big,never,apologis,car,rae"
1406,Perth,"a,part,la,caduta,di,gregorio,seri,state,una,domenica,di,relax,prostat,ricotta,e,scale,di,cioccolato,yum"
1407,Perth,"who,fn,know,i,shake,head,say,ffs"
1408,Brisbane,"b7,gee,poor,bugger,tough,that,base,salari"
